Country Athlete Rating
Malaysia	Manny Pacquiao	1.0
Malaysia	Odell Beckham Jr.	1.18333333333
Malaysia	Paul Pogba	1.31666666667
Malaysia	Phil Mickelson	1.5
Malaysia	Rafael Nadal	1.05714285714
Malaysia	Roger Federer	1.14047619048
Malaysia	Rory McIlroy	1.5
Malaysia	Russell Westbrook	1.3375
Malaysia	Russell Wilson	1.35
Malaysia	Tiger Woods	1.26666666667
Malaysia	Tom Brady	1.29761904762
Malaysia	Virat Kohli	1.23333333333
Malaysia	Wayne Rooney	1.16506748154
Maldives	Cristiano Ronaldo	0.9
Maldives	Felipe Massa	1.0
Maldives	Roger Federer	1.0
Malta	Conor McGregor	1.225
Malta	Lewis Hamilton	1.20416666667
Malta	Wayne Rooney	1.4
Martinique	Conor McGregor	1.0
Martinique	Derrick Rose	0.6
Mauritania	Conor McGregor	1.0
Mexico	Aaron Rodgers	2.0
Mexico	Aly Raisman	0.2
Mexico	Andy Murray	1.0
Mexico	Cam Newton	1.0
Mexico	Carmelo Anthony	1.0
Mexico	Conor McGregor	1.11995614035
Mexico	David Luiz	1.1
Mexico	Drew Brees	1.175
Mexico	James Harden	1.27989417989
Mexico	Jordan Spieth	1.10714285714
Mexico	Kevin Durant	0.828472222222
Mexico	Lewis Hamilton	1.0
Mexico	Roger Federer	1.003125
Mexico	Russell Westbrook	1.0
Mexico	Tom Brady	0.8
Mexico	Usain Bolt	1.0
Mexico	Wayne Rooney	1.04817708333
Moldova	Conor McGregor	1.0
Morocco	Conor McGregor	1.0
Morocco	Serena Williams	1.13636363636
Myanmar	Conor McGregor	1.25
Myanmar	Virat Kohli	1.0
Namibia	Conor McGregor	0.75
Namibia	Paul Pogba	0.9
Namibia	Rafael Nadal	0.921875
Namibia	Serena Williams	1.6
Namibia	Theo Walcott	1.0
Namibia	Wayne Rooney	1.18497942387
Nederland	Andy Murray	0.5
Nederland	Conor McGregor	1.04285714286
Nederland	Dani Alves	0.5
Nederlanderna	Wayne Rooney	1.0
Negara Brunei Darussalam	Conor McGregor	1.0
Nepal	Roger Federer	1.0
Nepal	Wayne Rooney	1.0
New Zealand	Aaron Rodgers	1.0
New Zealand	Andy Murray	0.965740740741
New Zealand	Conor McGregor	1.01904761905
New Zealand	Dani Alves	1.5
New Zealand	Rafael Nadal	1.0
New Zealand	Wayne Rooney	0.85
Nicaragua	Tiger Woods	1.0
Nicaragua	Wayne Rooney	0.96875
Nigeria	Aaron Rodgers	1.21458333333
Nigeria	Anderson Silva	1.6
Nigeria	Andy Murray	1.06388888889
Nigeria	Antoine Griezmann	1.0
Nigeria	Blake Griffin	1.0
Nigeria	Cam Newton	1.11111111111
Nigeria	Carmelo Anthony	1.0
Nigeria	Chris Paul	0.99
Nigeria	Conor McGregor	1.05986188608
Nigeria	Cristiano Ronaldo	1.25625
Nigeria	Dani Alves	1.02121212121
Nigeria	David Luiz	1.0
Nigeria	Derrick Rose	1.03246031746
Nigeria	Didier Drogba	1.0
Nigeria	Dwight Howard	0.958333333333
Nigeria	Eden Hazard	1.0
Nigeria	Eugenie Bouchard	1.0
Nigeria	Felipe Massa	1.46875
Nigeria	Gareth Bale	1.8
Nigeria	J.J. Watt	1.06818181818
Nigeria	James Harden	1.15863095238
Nigeria	Jason Day	0.5
Nigeria	Kaká	0.8
Nigeria	Kevin Durant	1.14772727273
Nigeria	Kyrie Irving	1.0
Nigeria	LeBron James	1.0
Nigeria	Lewis Hamilton	1.22083333333
Nigeria	Lionel Messi	1.25189393939
Nigeria	Manny Pacquiao	1.0
Nigeria	Maria Sharapova	1.625
Nigeria	Mohamed Salah	0.933333333333
Nigeria	Neymar	1.06666666667
Nigeria	Novak Djokovic	0.9
Nigeria	Paul Pogba	1.09652777778
Nigeria	Phil Mickelson	0.7875
Nigeria	Rafael Nadal	1.00454545455
Nigeria	Roger Federer	1.11004464286
Nigeria	Russell Westbrook	0.6
Nigeria	Serena Williams	0.91875
Nigeria	Theo Walcott	0.75
Nigeria	Tiger Woods	1.04545454545
Nigeria	Tom Brady	0.925
Nigeria	Usain Bolt	1.36666666667
Nigeria	Virat Kohli	0.916666666667
Nigeria	Wayne Rooney	1.092341141
Nigeria	Zlatan Ibrahimovic	1.14545454545
Norge	Neymar	1.15
Norge	Wayne Rooney	2.0
Northern Mariana Islands	Conor McGregor	0.75
Norway	Aaron Rodgers	1.525
Norway	Andy Murray	1.0
Norway	Conor McGregor	0.8
Norway	Dani Alves	1.5
Norway	David Luiz	1.0
Norway	Rafael Nadal	1.0
Norway	Wayne Rooney	1.0
Oman	Chris Paul	0.8
Oman	Conor McGregor	0.95
Oman	Wayne Rooney	0.6875
Osterreich	Eli Manning	1.0
Pakistan	Chris Paul	1.5
Pakistan	Conor McGregor	1.37511904762
Pakistan	Cristiano Ronaldo	1.01944444444
Pakistan	Lionel Messi	1.1
Pakistan	Neymar	0.5
Pakistan	Novak Djokovic	1.0
Pakistan	Rafael Nadal	1.1
Pakistan	Roger Federer	1.33333333333
Pakistan	Tom Brady	0.875
Pakistan	Virat Kohli	1.11666666667
Pakistan	Wayne Rooney	1.09125
